index,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Other Operating Expenses,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Security,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Average Dilution Earnings,Gain On Sale Of Business,General And Administrative Expense,Other Gand A,Gain On Sale Of Ppe,Write Off,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Taxes,Salaries And Wages,Preferred Stock Dividends,Total Other Finance Cost,Depreciation Income Statement,Provision For Doubtful Accounts,Rent And Landing Fees,Excise Taxes,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2021-12-31 00:00:00,-43800.0,0.219,3489776000.0,1220527000.0,1334973000.0,5112029000.0,3489576000.0,2154603000.0,-556734000.0,582334000.0,25600000.0,1220683200.0,1220527000.0,7785364000.0,1993321000.0,344631056.0,343972926.0,3.54,3.55,1220527000.0,1220527000.0,1220527000.0,1228046000.0,1228046000.0,344223000.0,1572269000.0,51300000.0,37300000.0,-556734000.0,582334000.0,25600000.0,2077721000.0,2673335000.0,,-84400000.0,4751056000.0,5112029000.0,9863085000.0,9863085000.0,-200000.0,-200000.0,,0.0,-37300000.0,,,592775000.0,,,-7519000.0,-200000.0,,1334973000.0,1334973000.0,231965000.0,231965000.0,,,-84400000.0,,100000.0,0.0,14200000.0,,829987000.0,-84400000.0,,,1103008000.0,,,,,,,,
2020-12-31 00:00:00,9967800.0,0.222,3211483000.0,1205167000.0,1159059000.0,4468092000.0,3256383000.0,2097324000.0,-533652000.0,538452000.0,4800000.0,1170234800.0,1205167000.0,6915696000.0,1988734000.0,339847062.0,338836147.0,3.55,3.56,1205167000.0,1205167000.0,1205167000.0,1212686000.0,1212686000.0,346186000.0,1558872000.0,103800000.0,44700000.0,-533652000.0,538452000.0,4800000.0,1988734000.0,2447604000.0,,,4436338000.0,4468092000.0,8904430000.0,8904430000.0,44900000.0,44900000.0,,43800000.0,-42000000.0,0.0,,535760000.0,,,-7519000.0,1100000.0,,1159059000.0,1159059000.0,177679000.0,177679000.0,,,,,1800000.0,,14200000.0,,752785000.0,,,,981380000.0,,,,,,,,
Symbol,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,,ES,ES,ES,ES,ES,ES,ES,,ES,ES,ES,,ES,,,ES,ES,,ES,ES,ES,ES,,,ES,,ES,ES,ES,,ES,ES,,,ES,,,,,,,,
2023-12-31 00:00:00,12885180.0,0.21,1130693000.0,405825000.0,548438000.0,531351000.0,1192051000.0,643613000.0,-166646000.0,212905000.0,46259000.0,357352180.0,405825000.0,1143960000.0,584342000.0,64253385.0,64252232.0,6.32,6.32,405825000.0,405825000.0,405825000.0,430708000.0,430708000.0,,430708000.0,71919000.0,,-166646000.0,212905000.0,46259000.0,525435000.0,612609000.0,,63474000.0,1138044000.0,531351000.0,1669395000.0,1669395000.0,61358000.0,61358000.0,,58210000.0,433000.0,,595000.0,,,,-24883000.0,3148000.0,,548438000.0,548438000.0,,,0.0,,63474000.0,63474000.0,59238000.0,,10561000.0,,697000.0,,,,,,,,,,,,
2022-12-31 00:00:00,21039690.0,0.21,1095953000.0,408315000.0,539319000.0,507973000.0,1196142000.0,656823000.0,-223838000.0,223838000.0,,329165690.0,408315000.0,1093633000.0,595229000.0,65098186.0,65079764.0,6.27,6.27,408315000.0,408315000.0,408315000.0,432985000.0,432985000.0,-10236000.0,432985000.0,143642000.0,,-223838000.0,223838000.0,,513181000.0,585660000.0,,56577000.0,1098841000.0,507973000.0,1606814000.0,1606814000.0,100189000.0,100189000.0,,92282000.0,2000.0,,2132000.0,,,,-24670000.0,7907000.0,,539319000.0,539319000.0,,,0.0,,56577000.0,56577000.0,94416000.0,0.0,43453000.0,,-10236000.0,,,,,,,,,,,,
2021-12-31 00:00:00,36329580.0,0.27,1104328000.0,488554000.0,520066000.0,481447000.0,1238882000.0,718816000.0,-104381000.0,203125000.0,98744000.0,390329580.0,488554000.0,1069019000.0,529995000.0,65088874.0,65051465.0,7.51,7.51,488554000.0,488554000.0,488554000.0,515691000.0,515691000.0,15668000.0,515691000.0,248535000.0,,-104381000.0,203125000.0,98744000.0,371537000.0,587572000.0,,51838000.0,959109000.0,481447000.0,1440556000.0,1440556000.0,134554000.0,134554000.0,,123780000.0,19010000.0,,203000.0,,,,-27137000.0,10774000.0,,520066000.0,520066000.0,,,0.0,,51838000.0,51838000.0,142993000.0,0.0,113981000.0,,15668000.0,,,,,,,,,,,,
2020-12-31 00:00:00,125873.836465,0.002548,1297592000.0,568870000.0,525497000.0,474973000.0,1346993000.0,821496000.0,-179634000.0,220633000.0,40999000.0,519594873.836465,568870000.0,1065858000.0,491441000.0,65564982.0,65454057.0,8.69,8.69,569653000.0,568870000.0,568870000.0,599332000.0,599332000.0,1531000.0,600863000.0,350607000.0,,-179634000.0,220633000.0,40999000.0,429890000.0,590885000.0,,65388000.0,1020775000.0,474973000.0,1495748000.0,1495748000.0,49401000.0,49401000.0,,38668000.0,22883000.0,,1591000.0,,,,-30462000.0,10733000.0,,525497000.0,525497000.0,,,783000.0,,65388000.0,65388000.0,64967000.0,1825000.0,301206000.0,,,,,,,,,,,,,,
Symbol,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,ESS,,ESS,ESS,ESS,ESS,ESS,,ESS,ESS,ESS,ESS,ESS,ESS,ESS,,ESS,ESS,,ESS,,,,ESS,ESS,,ESS,ESS,,,ESS,,ESS,ESS,ESS,ESS,ESS,,ESS,,,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,0.0,0.158,4904000000.0,3218000000.0,926000000.0,14762000000.0,4904000000.0,3978000000.0,-151000000.0,151000000.0,,3218000000.0,3218000000.0,19311000000.0,,401100000.0,399100000.0,8.02,8.06,3218000000.0,3218000000.0,3218000000.0,3223000000.0,3223000000.0,604000000.0,3827000000.0,93000000.0,93000000.0,-151000000.0,151000000.0,,3885000000.0,4549000000.0,754000000.0,3795000000.0,8434000000.0,14762000000.0,23196000000.0,23196000000.0,0.0,0.0,,0.0,,,,,,,-5000000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,3672000.0,0.153,3985000000.0,2462000000.0,954000000.0,13865000000.0,4009000000.0,3055000000.0,-144000000.0,144000000.0,,2441672000.0,2462000000.0,17757000000.0,,400800000.0,398700000.0,6.14,6.17,2462000000.0,2462000000.0,2462000000.0,2465000000.0,2466000000.0,445000000.0,2911000000.0,60000000.0,36000000.0,-144000000.0,144000000.0,,2995000000.0,3892000000.0,665000000.0,3227000000.0,6887000000.0,13865000000.0,20752000000.0,20752000000.0,24000000.0,24000000.0,,24000000.0,,,,,,,-4000000.0,,,,,,,,24000000.0,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,159803000.0,0.259,3345000000.0,2144000000.0,922000000.0,13293000000.0,3962000000.0,3040000000.0,-144000000.0,144000000.0,,1686803000.0,2144000000.0,17165000000.0,,401600000.0,398700000.0,5.34,5.38,2144000000.0,2144000000.0,2144000000.0,2146000000.0,2146000000.0,750000000.0,2896000000.0,577000000.0,-40000000.0,-144000000.0,144000000.0,,2463000000.0,3872000000.0,616000000.0,3256000000.0,6335000000.0,13293000000.0,19628000000.0,19628000000.0,617000000.0,617000000.0,,617000000.0,,,,,,,-2000000.0,,,,,,,,617000000.0,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,41990000.0,0.19,2485000000.0,1410000000.0,811000000.0,12408000000.0,2706000000.0,1895000000.0,-149000000.0,149000000.0,,1230990000.0,1410000000.0,16034000000.0,,404000000.0,402200000.0,3.49,3.51,1410000000.0,1410000000.0,1410000000.0,1415000000.0,1415000000.0,331000000.0,1746000000.0,71000000.0,-150000000.0,-149000000.0,149000000.0,,1824000000.0,3626000000.0,551000000.0,3075000000.0,5450000000.0,12408000000.0,17858000000.0,17858000000.0,221000000.0,221000000.0,,221000000.0,,,,,,,-5000000.0,,,,,,,,221000000.0,,,,,,,,,,,,,,,,,,,
Symbol,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,,ETN,ETN,ETN,,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,ETN,,ETN,,,,,,,ETN,,,,,,,,ETN,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,11720940.0,0.21,4866846000.0,2362310000.0,2244479000.0,6418500000.0,4922660000.0,2678181000.0,-843680000.0,1006406000.0,162726000.0,2318216940.0,2362310000.0,9486758000.0,2617975000.0,212376495.0,211569931.0,11.1,11.14,2356536000.0,2356536000.0,2362310000.0,2362310000.0,2362310000.0,-690535000.0,1671775000.0,-145199000.0,-201013000.0,-843680000.0,1006406000.0,162726000.0,2660654000.0,2668782000.0,,,5329436000.0,6817976000.0,12147412000.0,12022944000.0,55814000.0,55814000.0,,55814000.0,-98493000.0,,,68205000.0,,,,,,1845003000.0,1845003000.0,,,,,,,,42679000.0,,,755574000.0,,5774000.0,,,,,,,,,,
2022-12-31 00:00:00,49622160.0,0.21,4000053000.0,1097138000.0,2190371000.0,8059538000.0,4236349000.0,2045978000.0,-987818000.0,987818000.0,,910464160.0,1097138000.0,11876926000.0,2050775000.0,205547578.0,204450354.0,5.37,5.4,1103166000.0,1103166000.0,1097138000.0,1097138000.0,1097138000.0,-38978000.0,1058160000.0,158667000.0,-77629000.0,-987818000.0,987818000.0,,1887311000.0,3388040000.0,,,5275351000.0,8488886000.0,13764237000.0,13420765000.0,236296000.0,236296000.0,,236296000.0,-72832000.0,,,893479000.0,,,,,,1761023000.0,1761023000.0,,,,,,,,-163464000.0,,,733538000.0,,-6028000.0,,,,,,,,,,
2021-12-31 00:00:00,-28214997.59788,0.146077,4580883000.0,1118719000.0,2242944000.0,6312372000.0,4387731000.0,2144787000.0,-404228000.0,834694000.0,430466000.0,1283656002.40212,1118719000.0,9633645000.0,1845626000.0,201873024.0,200941511.0,5.54,5.57,1118492000.0,1118492000.0,1118719000.0,1118719000.0,1118719000.0,191374000.0,1310093000.0,-394930000.0,-201778000.0,-404228000.0,834694000.0,430466000.0,2109251000.0,2762615000.0,,,4871866000.0,6871030000.0,11742896000.0,11044605000.0,-193152000.0,-193152000.0,,-193152000.0,-70473000.0,,,418039000.0,,,,,,1684286000.0,1684286000.0,,,,,,,,263625000.0,,,660290000.0,,227000.0,,,,,,,,,,
2020-12-31 00:00:00,25057890.0,0.27,4235753000.0,1406653000.0,2257750000.0,5010758000.0,4328560000.0,2070810000.0,-392845000.0,785663000.0,392818000.0,1338903890.0,1406653000.0,8317818000.0,1769195000.0,201102220.0,200106945.0,6.9,6.94,1388334000.0,1388334000.0,1406653000.0,1406653000.0,1406653000.0,-121506000.0,1285147000.0,-117826000.0,-210633000.0,-392845000.0,785663000.0,392818000.0,1795818000.0,2662396000.0,,,4458214000.0,5655422000.0,10113636000.0,10113636000.0,92807000.0,92807000.0,,92807000.0,-119430000.0,26623000.0,,396470000.0,,,,,,1613086000.0,1613086000.0,,,,,,,,26623000.0,,,652840000.0,,18319000.0,,,,,,,,,,
Symbol,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,ETR,,,ETR,ETR,ETR,ETR,ETR,ETR,,ETR,ETR,ETR,,ETR,,,,,,ETR,ETR,,,,,,,,ETR,,,ETR,,ETR,,,,,,,,,,
2023-12-31 00:00:00,594000.0,0.02,2386800000.0,731300000.0,1138900000.0,2680300000.0,2416500000.0,1277600000.0,-525800000.0,525800000.0,,702194000.0,731300000.0,4225800000.0,1282400000.0,,,,,731300000.0,731300000.0,731300000.0,743600000.0,743600000.0,15600000.0,751800000.0,-4800000.0,-34500000.0,-525800000.0,525800000.0,,1282400000.0,1483100000.0,,,2765500000.0,2742700000.0,5508200000.0,5345100000.0,29700000.0,29700000.0,,0.0,,0.0,,,,,-12300000.0,29700000.0,,1076500000.0,1076500000.0,,,,,,,,,,7400000.0,406600000.0,,,,,,,,,,,,
2022-12-31 00:00:00,-1479000.0,0.058,2219600000.0,752700000.0,984900000.0,3174000000.0,2194100000.0,1209200000.0,-404000000.0,404000000.0,,776721000.0,752700000.0,4557000000.0,1267200000.0,230300000.0,229900000.0,3.27,3.27,752700000.0,752700000.0,752700000.0,765000000.0,765000000.0,47500000.0,805200000.0,-92900000.0,-67400000.0,-404000000.0,404000000.0,,1302100000.0,1327500000.0,,,2629600000.0,3229500000.0,5859100000.0,5589200000.0,-25500000.0,-25500000.0,,-34900000.0,,34900000.0,,,,,-12300000.0,9400000.0,,929400000.0,929400000.0,,,,,,,,,,7300000.0,398100000.0,,,,,,,,,,,,
2021-12-31 00:00:00,6948400.0,0.116,2261600000.0,879700000.0,947800000.0,2903500000.0,2321500000.0,1373700000.0,-372600000.0,372600000.0,,826748400.0,879700000.0,4231800000.0,1354900000.0,229600000.0,229000000.0,3.83,3.84,879700000.0,879700000.0,879700000.0,891900000.0,891900000.0,117400000.0,1001100000.0,18800000.0,-41100000.0,-372600000.0,372600000.0,,1354900000.0,1276900000.0,,,2631800000.0,2954900000.0,5586700000.0,5329100000.0,59900000.0,59900000.0,,0.0,,0.0,,,,,-12200000.0,59900000.0,,896400000.0,896400000.0,,,,,,,,,,8200000.0,380500000.0,,,,,,,,,,,,
2020-12-31 00:00:00,1512000.0,0.14,2035400000.0,618300000.0,938400000.0,2466900000.0,2046200000.0,1107800000.0,-383900000.0,383900000.0,,609012000.0,618300000.0,3769500000.0,1143900000.0,227500000.0,227200000.0,2.72,2.72,618300000.0,618300000.0,618300000.0,630000000.0,630000000.0,102200000.0,723900000.0,-36100000.0,-46900000.0,-383900000.0,383900000.0,,1143900000.0,1244300000.0,,,2388200000.0,2525200000.0,4913400000.0,4781600000.0,10800000.0,10800000.0,,0.0,,0.0,,,,,-11700000.0,10800000.0,,880100000.0,880100000.0,,,,,,,,,,8300000.0,364200000.0,,,,,,,,,,,,
Symbol,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,,EVRG,EVRG,,,EVRG,EVRG,EVRG,EVRG,EVRG,EVRG,,EVRG,,EVRG,,,,,EVRG,EVRG,,EVRG,EVRG,,,,,,,,,,EVRG,EVRG,,,,,,,,,,,,
2023-12-31 00:00:00,-22902800.0,0.124,1945300000.0,1402400000.0,144900000.0,1379800000.0,1760600000.0,1615700000.0,49600000.0,17600000.0,67200000.0,1564197200.0,1402400000.0,4275000000.0,1534100000.0,609400000.0,606700000.0,2.3,2.31,1402400000.0,1402400000.0,1402400000.0,1399400000.0,1399400000.0,198700000.0,1598100000.0,-181300000.0,3400000.0,49600000.0,17600000.0,67200000.0,1729800000.0,2895200000.0,1071800000.0,1823400000.0,4625000000.0,1379800000.0,6004800000.0,6004800000.0,-184700000.0,-184700000.0,,-194500000.0,203500000.0,,-9000000.0,,,,3000000.0,9800000.0,,,,,,,-17200000.0,1823400000.0,1824600000.0,,,,,,-1200000.0,,,,,,,,,,,
2022-12-31 00:00:00,-5448800.0,0.139,1965400000.0,1521900000.0,139600000.0,1080400000.0,1926200000.0,1786600000.0,16300000.0,19200000.0,35500000.0,1555651200.0,1521900000.0,3592100000.0,1748500000.0,624200000.0,619000000.0,2.44,2.46,1521900000.0,1521900000.0,1521900000.0,1521900000.0,1521900000.0,245500000.0,1767400000.0,-39200000.0,1100000.0,16300000.0,19200000.0,35500000.0,1790300000.0,2511700000.0,945200000.0,1566500000.0,4302000000.0,1080400000.0,5382400000.0,5382400000.0,-39200000.0,-39200000.0,,-36900000.0,12000000.0,,24900000.0,,,,0.0,-2300000.0,,,,,,,-60700000.0,1566500000.0,1567600000.0,,,,,,-1100000.0,,,,,,,,,,,
2021-12-31 00:00:00,13357385.428907,0.116863,1740900000.0,1503100000.0,134800000.0,1248900000.0,1855200000.0,1720400000.0,-1000000.0,18400000.0,17400000.0,1402157385.428907,1503100000.0,3646000000.0,1690300000.0,631200000.0,623300000.0,2.38,2.41,1503100000.0,1503100000.0,1503100000.0,1503100000.0,1503100000.0,198900000.0,1702000000.0,116500000.0,2200000.0,-1000000.0,18400000.0,17400000.0,1586500000.0,2397100000.0,903100000.0,1494000000.0,3983600000.0,1248900000.0,5232500000.0,5232500000.0,114300000.0,114300000.0,,103500000.0,20600000.0,,-124100000.0,,,,0.0,10800000.0,,,,,,,0.0,1494000000.0,1493700000.0,,,,,,300000.0,,,,,,,,,,,
2020-12-31 00:00:00,-41332093.378423,0.101778,1445800000.0,823400000.0,107200000.0,1080600000.0,1039700000.0,932500000.0,7600000.0,15800000.0,23400000.0,1188167906.621577,823400000.0,3069700000.0,897600000.0,631900000.0,622600000.0,1.3,1.32,823400000.0,823400000.0,823400000.0,823400000.0,823400000.0,93300000.0,916700000.0,-407500000.0,-1400000.0,7600000.0,15800000.0,23400000.0,1316600000.0,1989100000.0,760700000.0,1228400000.0,3305700000.0,1080600000.0,4386300000.0,4386300000.0,-406100000.0,-406100000.0,,-419000000.0,405400000.0,,13600000.0,,,,,12900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,EW,,EW,EW,,EW,,,,EW,EW,,,,,,,EW,EW,EW,,,,,,EW,,,,,,,,,,,
2023-12-31 00:00:00,1384159.881569,0.138416,7927000000.0,2328000000.0,2786000000.0,13520000000.0,7937000000.0,4431000000.0,-1729000000.0,1729000000.0,,2319384159.881569,2328000000.0,17714000000.0,4023000000.0,997000000.0,996000000.0,2.34,2.34,2328000000.0,2328000000.0,2328000000.0,2328000000.0,2328000000.0,374000000.0,2702000000.0,418000000.0,408000000.0,-1729000000.0,1729000000.0,,4013000000.0,4914000000.0,,,8927000000.0,12800000000.0,21727000000.0,21727000000.0,10000000.0,10000000.0,,10000000.0,,,,,,,0.0,,0.0,3506000000.0,3506000000.0,,,,,,,,,,,1408000000.0,,,,,,,,,,,,
2022-12-31 00:00:00,-290470.245526,0.145235,7177000000.0,2053000000.0,2768000000.0,11603000000.0,7175000000.0,3850000000.0,-1447000000.0,1447000000.0,,2054709529.754474,2170000000.0,15761000000.0,3315000000.0,1043269231.0,994000000.0,2.08,2.183099,2170000000.0,2170000000.0,2170000000.0,2171000000.0,2054000000.0,349000000.0,2403000000.0,533000000.0,535000000.0,-1447000000.0,1447000000.0,,3317000000.0,4715000000.0,,,8032000000.0,11046000000.0,19078000000.0,19078000000.0,-2000000.0,-2000000.0,,-2000000.0,,,,,,,-1000000.0,,117000000.0,3325000000.0,3325000000.0,,,,,,,-2000000.0,,,,1390000000.0,,,,,,,,,,,,
2021-12-31 00:00:00,0.0,0.022975,9377000000.0,1493000000.0,6434000000.0,7531000000.0,9377000000.0,2943000000.0,-1289000000.0,1289000000.0,,1493000000.0,1706000000.0,15256000000.0,2682000000.0,980000000.0,979000000.0,1.74,1.74,1706000000.0,1706000000.0,1706000000.0,1829000000.0,1616000000.0,38000000.0,1654000000.0,261000000.0,261000000.0,-1289000000.0,1289000000.0,,2682000000.0,4324000000.0,,,7006000000.0,10932000000.0,17938000000.0,17938000000.0,0.0,0.0,,0.0,,,,,,,-123000000.0,,213000000.0,3033000000.0,3033000000.0,,,,0.0,,,201000000.0,,,-9000000.0,1291000000.0,,,,,,,,,,,,
2020-12-31 00:00:00,3837119.588513,0.15988,10471000000.0,1963000000.0,6527000000.0,21999000000.0,10495000000.0,3968000000.0,-1635000000.0,1635000000.0,,1942837119.588513,1963000000.0,30240000000.0,2823000000.0,977000000.0,976000000.0,2.01,2.01,1963000000.0,1963000000.0,1963000000.0,1954000000.0,1954000000.0,373000000.0,2333000000.0,1169000000.0,1145000000.0,-1635000000.0,1635000000.0,,2799000000.0,6728000000.0,,,9527000000.0,23512000000.0,33039000000.0,33039000000.0,24000000.0,24000000.0,,24000000.0,,,,,,,9000000.0,,,5014000000.0,5014000000.0,,,,0.0,,,24000000.0,,,-6000000.0,1714000000.0,,,,,,,,,,,,
Symbol,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,EXC,,EXC,EXC,,,EXC,EXC,EXC,EXC,EXC,EXC,,EXC,,,,,,,EXC,,EXC,EXC,EXC,,,,EXC,,,EXC,,,EXC,EXC,,,,,,,,,,,,
2023-12-31 00:00:00,0.0,0.259,1087588000.0,752883000.0,67760000.0,8054634000.0,1087588000.0,1019828000.0,65651000.0,4800000.0,70451000.0,752883000.0,752883000.0,8360177000.0,939933000.0,150186000.0,149141000.0,5.01,5.05,752883000.0,752883000.0,752883000.0,751779000.0,751779000.0,263249000.0,1015028000.0,9444000.0,9444000.0,65651000.0,4800000.0,70451000.0,939933000.0,305543000.0,,27913000.0,1245476000.0,8054634000.0,9300110000.0,9300110000.0,,,232358000.0,,,,,277630000.0,27913000.0,,1104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,0.0,0.259,1916506000.0,1357399000.0,57338000.0,14900154000.0,1916506000.0,1859168000.0,2277000.0,23277000.0,25554000.0,1357399000.0,1357399000.0,15246913000.0,1824371000.0,164427000.0,163010000.0,8.26,8.33,1357399000.0,1357399000.0,1357399000.0,1360605000.0,1360605000.0,475286000.0,1835891000.0,9243000.0,9243000.0,2277000.0,23277000.0,25554000.0,1824371000.0,346759000.0,,24293000.0,2171130000.0,14900154000.0,17071284000.0,17071284000.0,,,209532000.0,,,,,322466000.0,24293000.0,,-3206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,0.0,0.262791,1976339000.0,1415492000.0,51312000.0,14358105000.0,1976339000.0,1925027000.0,8396000.0,411000.0,8807000.0,1415492000.0,1415492000.0,14614191000.0,1909326000.0,171250000.0,169145000.0,8.27,8.37,1415492000.0,1415492000.0,1415492000.0,1418845000.0,1418845000.0,505771000.0,1924616000.0,6894000.0,6894000.0,8396000.0,411000.0,8807000.0,1909326000.0,256086000.0,,16026000.0,2165412000.0,14358105000.0,16523517000.0,16523517000.0,,,186287000.0,,,,,240060000.0,16026000.0,,-3353000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,0.0,0.270081,1013742000.0,696140000.0,56959000.0,8421628000.0,1013742000.0,956783000.0,10196000.0,219000.0,10415000.0,696140000.0,696140000.0,8643956000.0,940437000.0,170896000.0,168333000.0,4.07,4.14,696140000.0,696140000.0,696140000.0,698214000.0,698214000.0,258350000.0,956564000.0,5931000.0,5931000.0,10196000.0,219000.0,10415000.0,940437000.0,222328000.0,,18436000.0,1162765000.0,8421628000.0,9584393000.0,9584393000.0,,,169863000.0,,,,,203892000.0,18436000.0,,-2074000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,EXPD,,EXPD,EXPD,EXPD,EXPD,EXPD,,,EXPD,,,,,EXPD,EXPD,,EXPD,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-154872000.0,0.324,2548000000.0,797000000.0,807000000.0,7680000000.0,2070000000.0,1263000000.0,-38000000.0,245000000.0,207000000.0,1120128000.0,797000000.0,11372000000.0,1033000000.0,150228000.0,144967000.0,5.31,5.5,797000000.0,797000000.0,797000000.0,688000000.0,688000000.0,330000000.0,1018000000.0,-411000000.0,67000000.0,-38000000.0,245000000.0,207000000.0,1467000000.0,3692000000.0,1358000000.0,1527000000.0,5159000000.0,7680000000.0,12839000000.0,12839000000.0,-478000000.0,-478000000.0,,-409000000.0,8000000.0,426000000.0,0.0,,756000000.0,0.0,109000000.0,-69000000.0,,807000000.0,807000000.0,59000000.0,59000000.0,,25000000.0,771000000.0,153000000.0,,,,,,618000000.0,,,748000000.0,,,,,,,,
2022-12-31 00:00:00,-157108000.0,0.362,2041000000.0,352000000.0,792000000.0,7085000000.0,1607000000.0,815000000.0,-217000000.0,277000000.0,60000000.0,628892000.0,352000000.0,10478000000.0,1085000000.0,161751000.0,156672000.0,2.17,2.24,352000000.0,352000000.0,352000000.0,343000000.0,343000000.0,195000000.0,538000000.0,-434000000.0,,-217000000.0,277000000.0,60000000.0,1189000000.0,3393000000.0,1181000000.0,1420000000.0,4582000000.0,7085000000.0,11667000000.0,11667000000.0,-434000000.0,-434000000.0,,-49000000.0,-26000000.0,81000000.0,0.0,,672000000.0,0.0,9000000.0,-385000000.0,,792000000.0,792000000.0,88000000.0,88000000.0,,6000000.0,748000000.0,157000000.0,,,,,,591000000.0,,,704000000.0,,,,,,,,
2021-12-31 00:00:00,6210000.0,0.27,1104000000.0,12000000.0,814000000.0,5021000000.0,1127000000.0,313000000.0,-342000000.0,351000000.0,9000000.0,-4790000.0,12000000.0,8336000000.0,186000000.0,149734000.0,149734000.0,-1.8,-1.8,-269000000.0,-269000000.0,12000000.0,15000000.0,15000000.0,-53000000.0,-38000000.0,42000000.0,19000000.0,-342000000.0,351000000.0,9000000.0,262000000.0,3315000000.0,1074000000.0,1427000000.0,3577000000.0,5021000000.0,8598000000.0,8598000000.0,23000000.0,23000000.0,,100000000.0,281000000.0,20000000.0,55000000.0,,722000000.0,214000000.0,-3000000.0,-77000000.0,,814000000.0,814000000.0,99000000.0,99000000.0,,456000000.0,705000000.0,143000000.0,,,,,,562000000.0,67000000.0,,715000000.0,,,,,,,,
