index,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Rent Expense Supplemental,Special Income Charges,Other Special Charges,Impairment Of Capital Assets,Restructuring And Mergern Acquisition,Other Operating Expenses,Selling And Marketing Expense,Otherunder Preferred Stock Dividend,Minority Interests,Gain On Sale Of Security,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Average Dilution Earnings,Gain On Sale Of Business,General And Administrative Expense,Other Gand A,Gain On Sale Of Ppe,Write Off,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Taxes,Salaries And Wages,Preferred Stock Dividends,Total Other Finance Cost,Depreciation Income Statement,Provision For Doubtful Accounts,Rent And Landing Fees,Excise Taxes,Insurance And Claims,Net Income From Tax Loss Carryforward,Net Income Extraordinary,Securities Amortization,Depletion Income Statement
2023-10-31 00:00:00,0.0,0.074,1705000000.0,1240000000.0,271000000.0,3368000000.0,1705000000.0,1434000000.0,-44000000.0,95000000.0,51000000.0,1240000000.0,1240000000.0,5483000000.0,1350000000.0,296000000.0,294000000.0,4.19,4.22,1240000000.0,1240000000.0,1240000000.0,1240000000.0,1240000000.0,99000000.0,1339000000.0,33000000.0,33000000.0,-44000000.0,95000000.0,51000000.0,1350000000.0,2115000000.0,481000000.0,1634000000.0,3465000000.0,3368000000.0,6833000000.0,6833000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-31 00:00:00,0.0,0.166,1905000000.0,1254000000.0,317000000.0,3126000000.0,1905000000.0,1588000000.0,-75000000.0,84000000.0,9000000.0,1254000000.0,1254000000.0,5230000000.0,1618000000.0,300000000.0,299000000.0,4.18,4.19,1254000000.0,1254000000.0,1254000000.0,1254000000.0,1254000000.0,250000000.0,1504000000.0,-39000000.0,-39000000.0,-75000000.0,84000000.0,9000000.0,1618000000.0,2104000000.0,467000000.0,1637000000.0,3722000000.0,3126000000.0,6848000000.0,6848000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-31 00:00:00,0.0,0.11,1762000000.0,1210000000.0,321000000.0,2912000000.0,1762000000.0,1441000000.0,-79000000.0,81000000.0,2000000.0,1210000000.0,1210000000.0,4972000000.0,1347000000.0,307000000.0,304000000.0,3.94,3.98,1210000000.0,1210000000.0,1210000000.0,1210000000.0,1210000000.0,150000000.0,1360000000.0,92000000.0,92000000.0,-79000000.0,81000000.0,2000000.0,1347000000.0,2060000000.0,441000000.0,1619000000.0,3407000000.0,2912000000.0,6319000000.0,6319000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-31 00:00:00,0.0,0.146,1228000000.0,719000000.0,308000000.0,2502000000.0,1228000000.0,920000000.0,-70000000.0,78000000.0,8000000.0,719000000.0,719000000.0,4493000000.0,846000000.0,312000000.0,309000000.0,2.3,2.33,719000000.0,719000000.0,719000000.0,719000000.0,719000000.0,123000000.0,842000000.0,66000000.0,66000000.0,-70000000.0,78000000.0,8000000.0,846000000.0,1991000000.0,495000000.0,1496000000.0,2837000000.0,2502000000.0,5339000000.0,5339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-258991079.393399,0.266726,6491000000.0,822000000.0,2254000000.0,40978000000.0,5520000000.0,3266000000.0,-1554000000.0,2145000000.0,591000000.0,1534008920.606601,822000000.0,48783000000.0,3034000000.0,719669000.0,653612000.0,1.21,1.26,822000000.0,822000000.0,822000000.0,822000000.0,822000000.0,299000000.0,1121000000.0,-1330000000.0,-359000000.0,-1554000000.0,2145000000.0,591000000.0,4005000000.0,7805000000.0,,1799000000.0,11810000000.0,40978000000.0,52788000000.0,49324000000.0,-971000000.0,-971000000.0,4297000000.0,-971000000.0,948000000.0,0.0,23000000.0,6006000000.0,1799000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,-61220430.107527,0.317204,4639000000.0,127000000.0,2298000000.0,39934000000.0,4446000000.0,2148000000.0,-1746000000.0,1962000000.0,216000000.0,258779569.892473,127000000.0,47171000000.0,1607000000.0,655122000.0,650345000.0,0.19,0.2,127000000.0,127000000.0,127000000.0,127000000.0,127000000.0,59000000.0,186000000.0,132000000.0,325000000.0,-1746000000.0,1962000000.0,216000000.0,1800000000.0,7237000000.0,,1815000000.0,9037000000.0,39934000000.0,48971000000.0,45801000000.0,-193000000.0,-193000000.0,4125000000.0,-193000000.0,44000000.0,149000000.0,0.0,5422000000.0,1815000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,872578492.935636,0.217818,-2419000000.0,-1993000000.0,2335000000.0,29855000000.0,1587000000.0,-748000000.0,-1782000000.0,1800000000.0,18000000.0,-5126421507.064364,-1993000000.0,34947000000.0,-1059000000.0,644015000.0,644015000.0,-3.09,-3.09,-1993000000.0,-1993000000.0,-1993000000.0,-1993000000.0,-1993000000.0,-555000000.0,-2548000000.0,4299000000.0,293000000.0,-1782000000.0,1800000000.0,18000000.0,-5065000000.0,5092000000.0,,1098000000.0,27000000.0,29855000000.0,29882000000.0,27377000000.0,4006000000.0,4006000000.0,4044000000.0,4006000000.0,-4174000000.0,0.0,168000000.0,3994000000.0,1098000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,147313018.423121,0.224221,-8513000000.0,-8885000000.0,2370000000.0,24563000000.0,-7856000000.0,-10226000000.0,-1186000000.0,1227000000.0,41000000.0,-9394686981.57688,-8885000000.0,28415000000.0,-10421000000.0,483888000.0,483888000.0,-18.36,-18.36,-8885000000.0,-8885000000.0,-8885000000.0,-8885000000.0,-8885000000.0,-2568000000.0,-11453000000.0,811000000.0,154000000.0,-1186000000.0,1227000000.0,41000000.0,-11078000000.0,3852000000.0,,666000000.0,-7226000000.0,24563000000.0,17337000000.0,15287000000.0,657000000.0,657000000.0,3345000000.0,657000000.0,-3549000000.0,1484000000.0,1408000000.0,3186000000.0,666000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,AAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,0.0,0.066317,426356000.0,29735000.0,306454000.0,6764105000.0,426356000.0,119902000.0,-88055000.0,88055000.0,,29735000.0,29735000.0,11173230000.0,114377000.0,,,,,29735000.0,29735000.0,29735000.0,29735000.0,29735000.0,2112000.0,31847000.0,5525000.0,5525000.0,-88055000.0,88055000.0,,114377000.0,4409125000.0,,4409125000.0,4523502000.0,6764105000.0,11287607000.0,11287607000.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,-1715567.292451,0.231583,946630000.0,464402000.0,283800000.0,6222487000.0,939222000.0,655422000.0,-51060000.0,51060000.0,,470094432.707549,464402000.0,10484469000.0,670253000.0,60717000.0,60351000.0,7.65,7.7,464402000.0,464402000.0,464402000.0,464402000.0,464402000.0,139960000.0,604362000.0,-14831000.0,-7423000.0,-51060000.0,51060000.0,,670253000.0,4261982000.0,,4261982000.0,4932235000.0,6222487000.0,11154722000.0,11154722000.0,-7408000.0,-7408000.0,,-7408000.0,7408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,0.0,0.237546,1080217000.0,596615000.0,259933000.0,6074039000.0,1080217000.0,820284000.0,-37791000.0,37791000.0,,596615000.0,596615000.0,10175624000.0,822365000.0,64509000.0,64028000.0,9.25,9.32,596615000.0,596615000.0,596615000.0,596615000.0,596615000.0,185878000.0,782493000.0,-2081000.0,-2081000.0,-37791000.0,37791000.0,,822365000.0,4101585000.0,,4101585000.0,4923950000.0,6074039000.0,10997989000.0,10997989000.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,-11333192.0,0.236,996004000.0,493021000.0,250081000.0,5624707000.0,947982000.0,697901000.0,-46886000.0,46886000.0,,529709808.0,493021000.0,9356414000.0,749907000.0,69003000.0,68748000.0,7.14,7.17,493021000.0,493021000.0,493021000.0,493021000.0,493021000.0,157994000.0,651015000.0,-52006000.0,-3984000.0,-46886000.0,46886000.0,,749907000.0,3731707000.0,,3731707000.0,4481614000.0,5624707000.0,10106321000.0,10106321000.0,-48022000.0,-48022000.0,,-48022000.0,48022000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,AAP,,AAP,AAP,,AAP,AAP,AAP,AAP,AAP,AAP,AAP,,AAP,AAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30 00:00:00,0.0,0.147,129188000000.0,96995000000.0,11519000000.0,214137000000.0,129188000000.0,117669000000.0,-183000000.0,3933000000.0,3750000000.0,96995000000.0,96995000000.0,268984000000.0,114301000000.0,15812547000.0,15744231000.0,6.13,6.16,96995000000.0,96995000000.0,96995000000.0,96995000000.0,96995000000.0,16741000000.0,113736000000.0,-382000000.0,-382000000.0,-183000000.0,3933000000.0,3750000000.0,114301000000.0,54847000000.0,29915000000.0,24932000000.0,169148000000.0,214137000000.0,383285000000.0,383285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-30 00:00:00,0.0,0.162,133138000000.0,99803000000.0,11104000000.0,223546000000.0,133138000000.0,122034000000.0,-106000000.0,2931000000.0,2825000000.0,99803000000.0,99803000000.0,274891000000.0,119437000000.0,16325819000.0,16215963000.0,6.11,6.15,99803000000.0,99803000000.0,99803000000.0,99803000000.0,99803000000.0,19300000000.0,119103000000.0,-228000000.0,-228000000.0,-106000000.0,2931000000.0,2825000000.0,119437000000.0,51345000000.0,26251000000.0,25094000000.0,170782000000.0,223546000000.0,394328000000.0,394328000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30 00:00:00,0.0,0.133,123136000000.0,94680000000.0,11284000000.0,212981000000.0,123136000000.0,111852000000.0,198000000.0,2645000000.0,2843000000.0,94680000000.0,94680000000.0,256868000000.0,108949000000.0,16864919000.0,16701272000.0,5.61,5.67,94680000000.0,94680000000.0,94680000000.0,94680000000.0,94680000000.0,14527000000.0,109207000000.0,60000000.0,60000000.0,198000000.0,2645000000.0,2843000000.0,108949000000.0,43887000000.0,21914000000.0,21973000000.0,152836000000.0,212981000000.0,365817000000.0,365817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30 00:00:00,0.0,0.144,81020000000.0,57411000000.0,11056000000.0,169559000000.0,81020000000.0,69964000000.0,890000000.0,2873000000.0,3763000000.0,57411000000.0,57411000000.0,208227000000.0,66288000000.0,17528214000.0,17352119000.0,3.28,3.31,57411000000.0,57411000000.0,57411000000.0,57411000000.0,57411000000.0,9680000000.0,67091000000.0,-87000000.0,-87000000.0,890000000.0,2873000000.0,3763000000.0,66288000000.0,38668000000.0,18752000000.0,19916000000.0,104956000000.0,169559000000.0,274515000000.0,274515000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-203280000.0,0.22,18096000000.0,4863000000.0,8698000000.0,20415000000.0,17172000000.0,8474000000.0,-1684000000.0,2224000000.0,540000000.0,5583720000.0,4863000000.0,40783000000.0,12757000000.0,1773000000.0,1765940733.0,2.72,2.753773,4820000000.0,4820000000.0,4863000000.0,4873000000.0,4873000000.0,1377000000.0,6250000000.0,-5601000000.0,-4677000000.0,-1684000000.0,2224000000.0,540000000.0,13535000000.0,20368000000.0,7675000000.0,12872000000.0,33903000000.0,20415000000.0,54318000000.0,54318000000.0,-924000000.0,-924000000.0,,-778000000.0,778000000.0,,,-179000000.0,,43000000.0,-10000000.0,-146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,-102245000.0,0.121,25019000000.0,11836000000.0,8467000000.0,17414000000.0,24174000000.0,15707000000.0,-2044000000.0,2230000000.0,186000000.0,12578755000.0,11836000000.0,39240000000.0,18117000000.0,1778000000.0,1771000000.0,6.63,6.65,11782000000.0,11782000000.0,11836000000.0,11845000000.0,11845000000.0,1632000000.0,13477000000.0,-3293000000.0,-2448000000.0,-2044000000.0,2230000000.0,186000000.0,18814000000.0,21826000000.0,6510000000.0,15260000000.0,40640000000.0,17414000000.0,58054000000.0,58054000000.0,-845000000.0,-845000000.0,,-697000000.0,697000000.0,,,56000000.0,,54000000.0,-9000000.0,-148000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,-130425000.0,0.111,25108000000.0,11542000000.0,8521000000.0,17446000000.0,23933000000.0,15412000000.0,-2384000000.0,2423000000.0,39000000.0,12586575000.0,11542000000.0,37149000000.0,17924000000.0,1777000000.0,1770000000.0,6.45,6.48,11468000000.0,11468000000.0,11542000000.0,11549000000.0,11549000000.0,1440000000.0,12989000000.0,-3675000000.0,-2500000000.0,-2384000000.0,2423000000.0,39000000.0,19048000000.0,19703000000.0,6922000000.0,12349000000.0,38751000000.0,17446000000.0,56197000000.0,56197000000.0,-1175000000.0,-1175000000.0,,-1124000000.0,1124000000.0,,,432000000.0,,74000000.0,-7000000.0,-51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,-390690000.0,0.27,13770000000.0,4616000000.0,6471000000.0,15387000000.0,12323000000.0,5852000000.0,-2280000000.0,2454000000.0,174000000.0,5672310000.0,4616000000.0,33065000000.0,11363000000.0,1673000000.0,1667000000.0,2.72,2.73,4556000000.0,4556000000.0,4616000000.0,4622000000.0,4622000000.0,-1224000000.0,3398000000.0,-7061000000.0,-5614000000.0,-2280000000.0,2454000000.0,174000000.0,12739000000.0,17678000000.0,6379000000.0,11299000000.0,30417000000.0,15387000000.0,45804000000.0,45804000000.0,-1447000000.0,-1447000000.0,,-1376000000.0,1376000000.0,,,,,60000000.0,-6000000.0,-71000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,ABBV,,ABBV,ABBV,,,ABBV,,ABBV,ABBV,ABBV,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 00:00:00,-32940024.0,0.284,400781000.0,136505000.0,28089000.0,188158000.0,284795000.0,256706000.0,49840000.0,,49840000.0,219550976.0,136505000.0,775047000.0,140720000.0,45881000.0,45445000.0,2.98,3.0,136505000.0,136505000.0,136505000.0,136505000.0,136505000.0,54055000.0,190560000.0,-115986000.0,,49840000.0,,49840000.0,256706000.0,586889000.0,163403000.0,423486000.0,843595000.0,188158000.0,1031753000.0,1031753000.0,-115986000.0,-115986000.0,,-115986000.0,115986000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31 00:00:00,1464306.0,0.218,246937000.0,225525000.0,24097000.0,161907000.0,253654000.0,229557000.0,,,,220272306.0,225525000.0,617965000.0,229557000.0,45674000.0,45140000.0,4.94,5.0,225525000.0,225525000.0,225525000.0,225525000.0,225525000.0,62695000.0,288220000.0,58663000.0,51946000.0,,,,229557000.0,456058000.0,121875000.0,334183000.0,685615000.0,161907000.0,847522000.0,847522000.0,6717000.0,6717000.0,,,,,,,,,,6717000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,ABMD,,ABMD,ABMD,,,,,,,ABMD,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31 00:00:00,-5781000.0,0.141,10585000000.0,5723000000.0,3243000000.0,16698000000.0,10544000000.0,7301000000.0,-252000000.0,637000000.0,385000000.0,5758219000.0,5723000000.0,33631000000.0,6478000000.0,1749000000.0,1734076358.0,3.26,3.300316,5723000000.0,5723000000.0,5723000000.0,5723000000.0,5723000000.0,941000000.0,6664000000.0,438000000.0,479000000.0,-252000000.0,637000000.0,385000000.0,6478000000.0,15656000000.0,2741000000.0,10949000000.0,22134000000.0,17975000000.0,40109000000.0,40109000000.0,-41000000.0,-41000000.0,,,,,,,,,,-41000000.0,,1966000000.0,1966000000.0,1966000000.0,1966000000.0,,,,,,,,,,,,,,,,,,,,,
2022-12-31 00:00:00,-330000.0,0.165,12133000000.0,6933000000.0,3267000000.0,17888000000.0,12131000000.0,8864000000.0,-375000000.0,558000000.0,183000000.0,6934670000.0,6933000000.0,35291000000.0,8362000000.0,1764000000.0,1753000000.0,3.91,3.94,6933000000.0,6933000000.0,6933000000.0,6933000000.0,6933000000.0,1373000000.0,8306000000.0,319000000.0,321000000.0,-375000000.0,558000000.0,183000000.0,8362000000.0,16149000000.0,2888000000.0,11248000000.0,24511000000.0,19142000000.0,43653000000.0,43653000000.0,-2000000.0,-2000000.0,,,,,,,,,,-2000000.0,0.0,2013000000.0,2013000000.0,2013000000.0,2013000000.0,,,,,,,,,,,,,,,,,,,,,
2021-12-31 00:00:00,-139000.0,0.139,12283000000.0,7071000000.0,3538000000.0,17046000000.0,12282000000.0,8744000000.0,-490000000.0,533000000.0,43000000.0,7071861000.0,7071000000.0,34650000000.0,8425000000.0,1789000000.0,1775000000.0,3.94,3.97,7071000000.0,7071000000.0,7071000000.0,7071000000.0,7071000000.0,1140000000.0,8211000000.0,276000000.0,277000000.0,-490000000.0,533000000.0,43000000.0,8425000000.0,16113000000.0,2742000000.0,11324000000.0,24538000000.0,18537000000.0,43075000000.0,43075000000.0,-1000000.0,-1000000.0,,0.0,,,,,,,,-1000000.0,0.0,2047000000.0,2047000000.0,2047000000.0,2047000000.0,,,,,,,,,,,,,,,,,,,,,
2020-12-31 00:00:00,800000.0,0.1,8833000000.0,4471000000.0,3327000000.0,13808000000.0,8841000000.0,5514000000.0,-500000000.0,546000000.0,46000000.0,4463800000.0,4495000000.0,29251000000.0,5357000000.0,1786000000.0,1771230274.0,2.5,2.537784,4495000000.0,4495000000.0,4495000000.0,4495000000.0,4471000000.0,497000000.0,4968000000.0,111000000.0,103000000.0,-500000000.0,546000000.0,46000000.0,5357000000.0,14248000000.0,2420000000.0,9696000000.0,19605000000.0,15003000000.0,34608000000.0,34608000000.0,8000000.0,8000000.0,,0.0,,,,,,,,8000000.0,24000000.0,2132000000.0,2132000000.0,2132000000.0,2132000000.0,,,,,,,,,,,,,,,,,,,,,
Symbol,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,ABT,,ABT,,,,,,,,ABT,ABT,ABT,ABT,ABT,ABT,,,,,,,,,,,,,,,,,,,,,
2023-08-31 00:00:00,0.0,0.234,10587612000.0,6871557000.0,1400755000.0,43380138000.0,10587612000.0,9186857000.0,232884000.0,47525000.0,280409000.0,6871557000.0,6871557000.0,55301856000.0,8809889000.0,638591616.0,630608186.0,10.77,10.9,6878761000.0,6871557000.0,6871557000.0,7003530000.0,7003530000.0,2135802000.0,9139332000.0,96559000.0,96559000.0,232884000.0,47525000.0,280409000.0,8809889000.0,11921718000.0,,10858572000.0,20731607000.0,43380138000.0,64111745000.0,64111745000.0,0.0,0.0,,0.0,,,,1063146000.0,6582629000.0,,-131973000.0,,,,,,,7204000.0,0.0,4275943000.0,4275943000.0,,,,,,,,,,,,,,,,,
2022-08-31 00:00:00,-23110560.0,0.24,10650519000.0,6877169000.0,1310738000.0,41892766000.0,10554225000.0,9243487000.0,-2187000.0,47320000.0,45133000.0,6950352440.0,6877169000.0,52227124000.0,9367181000.0,642839181.0,632762710.0,10.71,10.87,6884517000.0,6877169000.0,6877169000.0,6988960000.0,6988960000.0,2207207000.0,9196167000.0,-168827000.0,-72533000.0,-2187000.0,47320000.0,45133000.0,9367181000.0,10334358000.0,,10334358000.0,19701539000.0,41892766000.0,61594305000.0,61594305000.0,-96294000.0,-96294000.0,,-96294000.0,,,,,6108401000.0,,-111791000.0,,,,,,,7348000.0,-96294000.0,4225957000.0,4225957000.0,,,,,,,,,,,,,,,,,
2021-08-31 00:00:00,0.0,0.228,9711850000.0,5906809000.0,1891242000.0,34169261000.0,9711850000.0,7820608000.0,-26127000.0,59492000.0,33365000.0,5906809000.0,5906809000.0,42911860000.0,7621529000.0,645909042.0,634745073.0,9.16,9.31,5913348000.0,5906809000.0,5906809000.0,5990545000.0,5990545000.0,1770571000.0,7761116000.0,165714000.0,165714000.0,-26127000.0,59492000.0,33365000.0,7621529000.0,8742599000.0,,8742599000.0,16364128000.0,34169261000.0,50533389000.0,50533389000.0,0.0,0.0,,0.0,,,,,5288237000.0,,-83736000.0,,,,,,,6539000.0,0.0,3454362000.0,3454362000.0,,,,,,,,,,,,,,,,,
2020-08-31 00:00:00,0.0,0.234565,8580526000.0,5107839000.0,1773124000.0,30350881000.0,8580526000.0,6807402000.0,36260000.0,33071000.0,69331000.0,5107839000.0,5107839000.0,37813395000.0,6513644000.0,647797003.0,636299913.0,7.89,8.03,5114164000.0,5107839000.0,5107839000.0,5185313000.0,5185313000.0,1589018000.0,6774331000.0,224427000.0,224427000.0,36260000.0,33071000.0,69331000.0,6513644000.0,7462514000.0,,7462514000.0,13976158000.0,30350881000.0,44327039000.0,44327039000.0,0.0,0.0,,0.0,,,,,4625929000.0,,-77474000.0,,,,,,,6325000.0,0.0,2836585000.0,2836585000.0,,,,,,,,,,,,,,,,,
Symbol,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,ACN,,ACN,ACN,ACN,ACN,ACN,ACN,ACN,,ACN,,,,ACN,ACN,,ACN,,,,,,,ACN,ACN,ACN,ACN,,,,,,,,,,,,,,,,,
Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 00:00:00,-1600000.0,0.2,7792000000.0,5428000000.0,872000000.0,1650000000.0,7784000000.0,6912000000.0,156000000.0,113000000.0,269000000.0,5434400000.0,5428000000.0,12759000000.0,6650000000.0,459000000.0,457000000.0,11.82,11.87,5428000000.0,5428000000.0,5428000000.0,5428000000.0,5428000000.0,1371000000.0,6799000000.0,-7000000.0,1000000.0,156000000.0,113000000.0,269000000.0,6650000000.0,10405000000.0,3473000000.0,6764000000.0,17055000000.0,2354000000.0,19409000000.0,19409000000.0,-8000000.0,-8000000.0,,,,,,,5351000000.0,,,-8000000.0,,168000000.0,168000000.0,168000000.0,168000000.0,,,1413000000.0,1413000000.0,,,,,,,,,,,,,,,,,
2022-11-30 00:00:00,-8400000.0,0.21,7016000000.0,4756000000.0,856000000.0,1478000000.0,6976000000.0,6120000000.0,-51000000.0,112000000.0,61000000.0,4787600000.0,4756000000.0,11508000000.0,6098000000.0,471000000.0,470000000.0,10.1,10.13,4756000000.0,4756000000.0,4756000000.0,4756000000.0,4756000000.0,1252000000.0,6008000000.0,-39000000.0,1000000.0,-51000000.0,112000000.0,61000000.0,6098000000.0,9343000000.0,2987000000.0,6187000000.0,15441000000.0,2165000000.0,17606000000.0,17606000000.0,-40000000.0,-40000000.0,,,,,,,4968000000.0,,,-40000000.0,,169000000.0,169000000.0,169000000.0,169000000.0,,,1219000000.0,1219000000.0,,,,,,,,,,,,,,,,,
2021-11-30 00:00:00,-150000.0,0.15,6607000000.0,4822000000.0,788000000.0,1249000000.0,6606000000.0,5818000000.0,-96000000.0,113000000.0,17000000.0,4822850000.0,4822000000.0,9983000000.0,5802000000.0,481000000.0,477000000.0,10.02,10.1,4822000000.0,4822000000.0,4822000000.0,4822000000.0,4822000000.0,883000000.0,5705000000.0,-1000000.0,,-96000000.0,113000000.0,17000000.0,5802000000.0,8118000000.0,2540000000.0,5406000000.0,13920000000.0,1865000000.0,15785000000.0,15785000000.0,-1000000.0,-1000000.0,,,,,,,4321000000.0,,,-1000000.0,,172000000.0,172000000.0,172000000.0,172000000.0,,,1085000000.0,1085000000.0,,,,,,,,,,,,,,,,,
